D001Q01	苏东坡在中国历史上，是哪一个朝代的人？	['北宋']	基础题	Date-Duration	Single-Span-Extraction
D001Q02	苏东坡是中国哪个省份的人？	['四川省']	基础题	Location	Single-Span-Extraction
D001Q03	苏东坡的爸爸叫什么名字?	['苏洵']	基础题	Person	Single-Span-Extraction
D001Q04	苏文忠公指的是谁?	['苏轼']	进阶题	Person	Single-Span-Extraction
D001Q05	《苏文忠公全集》是由何人编纂？	['王宗稷']	基础题	Person	Single-Span-Extraction
D001Q06	韩愈在中国历史上，是哪一个朝代的人？	['唐代']	进阶题	Date-Duration	Single-Span-Extraction
D001Q07	苏东坡与韩愈是否为好朋友?	['否']	进阶题	YesNo	YesNo
D001Q08	苏东坡曾担任过哪些职位?	['端明殿学士、翰林学士及礼部尚书']	进阶题	Organization	Multi-Spans-Extraction
D001Q09	辛弃疾是哪一个朝代的人？	['南宋']	基础题	Date-Duration	Single-Span-Extraction
D001Q11	苏东坡为何被后人认为是文学艺术史上的通才?	['']	申论	Event	Single-Span-Extraction
D002Q01	苏东坡的老家在哪?	['蜀']	基础题	Location	Single-Span-Extraction
D002Q02	苏东坡出生于哪一年?	['1037年']	进阶题	Date-Duration	Single-Span-Extraction
D002Q03	苏东坡和谁一起进京参加会考?	['苏辙']	基础题	Person	Single-Span-Extraction
D002Q04	苏东坡在会考中所写的作文题目为何?	['刑赏忠厚之至论']	基础题	Object	Single-Span-Extraction
D002Q05	苏东坡与曾巩是否同为欧阳修的学生?	['否']	进阶题	YesNo	YesNo
D002Q06	苏东坡与王安石在职场上是否理念相同?	['否']	基础题	YesNo	YesNo
D002Q08	王安石在宋朝哪一位皇帝手下做事?	['神宗']	基础题	Person	Single-Span-Extraction
D002Q09	宋神宗是否信任苏东坡?	['否']	进阶题	YesNo	YesNo
D002Q10	在苏东坡被王安石诬陷时，谁为他说话？	['范镇']	进阶题	Person	Single-Span-Extraction
D003Q01	上官均是否赞成王安石的新政改革?	['否']	基础题	YesNo	YesNo
D003Q03	在「乌台诗案」中，有哪些人出面救了苏东坡？	['太皇太后曹氏与王安礼等人', '太皇太后曹氏与王安礼']	进阶题	Person	Multi-Spans-Extraction
D003Q04	苏东坡因「乌台诗案」被贬到什么地方？	['黄州', '湖北省黄冈市', '湖北省', '黄冈市']	基础题	Location	Single-Span-Extraction
D003Q05	宋神宗熙宁十月，黄河溃堤时，苏东坡人在哪里？	['徐州']	基础题	Location	Single-Span-Extraction
D003Q06	苏东坡被贬至黄州时，认识了哪些朋友？	['张怀民与佛印']	进阶题	Person	Multi-Spans-Extraction
D003Q07	西元1079年时徐州发生水灾的原因为何？	['黄河决口']	基础题	Event	Single-Span-Extraction
D004Q01	苏东坡在宋哲宗时期,曾出任过哪些官职?	['礼部郎中、中书舍人、翰林学士、龙图阁学士、知州与礼部尚书']	基础题	Organization	Multi-Spans-Extraction
D004Q02	苏东坡曾在哪些城市工作过?	['杭州、颍州、惠州、儋州（海南岛）', '杭州、颍州、惠州、海南岛', '杭州、颍州、惠州、儋州']	基础题	Location	Multi-Spans-Extraction
D004Q03	苏东坡工作地点离京城最远的地点在哪里?	['儋州', '海南岛', '儋州（海南岛）']	进阶题	Location	Single-Span-Extraction
D004Q04	苏东坡哪一年离开海南岛?	['元符三年', '1100年', '元符三年（1100年）']	进阶题	Date-Duration	Single-Span-Extraction
D004Q06	苏东坡在哪个城市过世?	['常州']	基础题	Location	Single-Span-Extraction
D004Q07	苏东坡死后葬在哪里?	['郏县小峨眉山', '郏县', '小峨眉山']	基础题	Location	Single-Span-Extraction
D004Q08	苏东坡对于王安石变法的态度为何?	['反对']	进阶题	Misc	Single-Span-Extraction
D004Q09	苏东坡是否为一好官?	['是']	进阶题	YesNo	YesNo
D004Q10	苏东坡是否弊案缠身？	['否']	进阶题	YesNo	YesNo
D006Q01	首次使用「阿拉伯之春」描述阿拉伯世界的革命浪潮，是哪一个媒体？	['外交政策', '《外交政策》杂志', '《外交政策》']	基础题	Organization	Single-Span-Extraction
D006Q02	「阿拉伯之春」运动中，走上街头的民众的诉求为何?	['']	申论	Object	Single-Span-Extraction
D006Q03	在「阿拉伯之春」运动中，哪一个国家成功从专制政体走向民主？	['突尼西亚']	基础题	Organization	Single-Span-Extraction
D006Q04	哪一个组织在在「阿拉伯之春」运动中借机壮大，并使国家陷入动乱？	['伊斯兰国']	基础题	Organization	Single-Span-Extraction
D007Q02	「阿拉伯之春」运动的主题是什么?	['「民主」和「经济」', '民主和经济']	基础题	Object	Multi-Spans-Extraction
D007Q03	「阿拉伯之春」运动的具体行动为何?	['公开示威游行和网络串连']	基础题	Event	Multi-Spans-Extraction
D007Q04	「阿拉伯之春」运动持续延烧到哪些国家？	['突尼西亚、埃及、利比亚、叶门、叙利亚、阿尔及利亚、苏丹、巴林、沙乌地阿拉伯、阿曼、伊拉克、茅利塔尼亚、约旦、摩洛哥、科威特以及黎巴嫩']	进阶题	Organization	Multi-Spans-Extraction
D007Q05	「阿拉伯之春」运动中发挥影响力的是哪些社群媒体？	['脸书、推特以及YouTube']	进阶题	Organization	Multi-Spans-Extraction
D008Q01	引发「阿拉伯之春」运动的自焚青年叫什么名字?	['穆罕默德·布瓦吉吉']	基础题	Person	Single-Span-Extraction
D008Q02	「阿拉伯之春」运动的的起源地在哪里?	['突尼西亚']	基础题	Location	Single-Span-Extraction
D008Q04	「阿拉伯之春」运动中，被推翻的突尼西亚总统是谁?	['班·阿里']	基础题	Person	Single-Span-Extraction
D008Q05	「阿拉伯之春」运动中，被推翻的突尼西亚总统在第一时间逃到哪个国家?	['沙乌地阿拉伯']	基础题	Organization	Single-Span-Extraction
D008Q06	「阿拉伯之春」运动中，有哪六个国家政权被推翻？	['突尼西亚、埃及、利比亚、叶门、阿尔及利亚及苏丹']	进阶题	Organization	Multi-Spans-Extraction
D008Q07	「阿拉伯之春」运动中，被推翻的埃及总统是哪一位?	['穆巴拉克']	基础题	Person	Single-Span-Extraction
D008Q08	「阿拉伯之春」运动中，被推翻的利比亚总统是哪一位?	['格达费']	基础题	Person	Single-Span-Extraction
D008Q09	「阿拉伯之春」运动中，被推翻的叶门总统是哪一位?	['萨利赫']	基础题	Person	Single-Span-Extraction
D008Q10	「阿拉伯之春」运动中，被推翻的阿尔及利亚总统是哪一位?	['布特弗利卡']	基础题	Person	Single-Span-Extraction
D008Q11	「阿拉伯之春」运动中，被推翻的苏丹总统是哪一位?	['巴希尔']	基础题	Person	Single-Span-Extraction
D009Q01	华尔街位于美国哪一个城市?	['纽约市', '纽约']	基础题	Location	Single-Span-Extraction
D009Q02	「占领华尔街」运动是由哪一个组织所发起?	['加拿大反消费主义组织广告克星', '广告克星']	基础题	Organization	Single-Span-Extraction
D009Q03	「占领华尔街」运动的诉求为何?	['']	申论	Object	Single-Span-Extraction
D009Q04	「占领华尔街」运动延烧至美国哪些城市?	['华盛顿特区、旧金山、洛杉矶、芝加哥、波士顿、波特兰、阿布奎基、坦帕、夏洛特、西雅图、丹佛和缅因州波特兰']	进阶题	Location	Multi-Spans-Extraction
D010Q01	「茉莉花革命」开始于哪一年?	['2010年末', '2010年']	基础题	Date-Duration	Single-Span-Extraction
D010Q02	「茉莉花革命」发生在哪一个国家?	['突尼西亚']	基础题	Organization	Single-Span-Extraction
D010Q03	「茉莉花」是哪一个国家的国花?	['突尼西亚']	基础题	Organization	Single-Span-Extraction
D010Q04	「茉莉花革命」又被西方媒体称为什么事件?	['西迪布吉德起义及尊严革命', '「西迪布吉德起义」（ثورة سيدي بوزيد\u200e，Sidi Bouzid Revolt） 及「尊严革命」（ثورة الكرامة\u200e，Dignity Revolution', '「西迪布吉德起义」及「尊严革命」', ' Sidi Bouzid Revolt and Dignity Revolution']	基础题	Event	Multi-Spans-Extraction
D010Q05	「茉莉花革命」充分运用了新兴媒体传递消息，所以又被称为什么革命？	['「Twitter革命」或「WikiLeaks革命」', 'Twitter革命或WikiLeaks革命']	基础题	Event	Multi-Spans-Extraction
D010Q06	「茉莉花革命」的影响了阿拉伯世界的哪些地区?	['北部非洲与中东', '北部非洲及中东地区']	基础题	Location	Multi-Spans-Extraction
D011Q01	气象学上「台风」是指热带气旋中心持续风速已达到每小时多少公里以上?	['118km/hr']	基础题	Num-Measure	Single-Span-Extraction
D011Q02	形成于北大西洋的热带气旋，又被称为什么？	['飓风']	基础题	Object	Single-Span-Extraction
D011Q03	形成于北太平洋的热带气旋，又被称为什么？	['台风']	基础题	Object	Single-Span-Extraction
D011Q04	形成于北印度洋的热带气旋，又被称为什么？	['气旋风暴']	基础题	Object	Single-Span-Extraction
D011Q05	发生于美国的热带气旋，我们叫它什么？	['飓风']	进阶题	Object	Single-Span-Extraction
D011Q06	发生于韩国的热带气旋，我们叫它什么？	['台风']	基础题	Object	Single-Span-Extraction
D011Q07	发生于日本的热带气旋，我们叫它什么？	['台风']	基础题	Object	Single-Span-Extraction
D011Q08	发生于台湾的热带气旋，我们叫它什么？	['台风']	基础题	Object	Single-Span-Extraction
D013Q01	高雄市位于台湾的东南西北部的哪一个位置?	['南部', '南']	进阶题	Location	Single-Span-Extraction
D013Q03	高雄市的面积是多少?	['2952平方公里']	基础题	Num-Measure	Single-Span-Extraction
D013Q04	高雄市行政区划占地是多少平方公里?	['2952平方公里']	基础题	Num-Measure	Single-Span-Extraction
D013Q05	高雄市的面积有多大?	['2952平方公里']	基础题	Num-Measure	Single-Span-Extraction
D013Q06	素有「港都」之称的是台湾哪个城市?	['高雄市', '高雄']	进阶题	Location	Single-Span-Extraction
D013Q07	高雄的旧称是什么?	['打狗']	基础题	Location	Single-Span-Extraction
D013Q08	高雄以前叫什么名字?	['打狗']	基础题	Location	Single-Span-Extraction
D013Q10	台湾最大港口是哪一个?	['高雄港']	进阶题	Location	Single-Span-Extraction
D013Q11	「高度自足」等级城市是由哪个单位公布的?	['GaWC']	基础题	Organization	Single-Span-Extraction
D013Q12	台湾「高度自足」等级第一名的城市是哪一个?	['台北']	进阶题	Location	Single-Span-Extraction
D014Q01	高雄市最大的河流是哪一条?	['高屏溪']	基础题	Location	Single-Span-Extraction
D014Q02	台湾水系最大的河流是哪一条?	['高屏溪']	基础题	Location	Single-Span-Extraction
D014Q04	高雄市境内有几条河川流过?	['12条']	进阶题	Num-Measure	Counting
D014Q05	高雄市境内有哪几条河川流过?	['荖浓溪、旗山溪、浊口溪、宝来溪、拉克斯溪、拉库音溪等、美浓溪、前镇河、爱河、后劲溪、阿公店溪及典宝溪']	进阶题	Location	Multi-Spans-Extraction
D014Q06	高雄市的空气品质好不好?	['不好']	进阶题	YesNo	YesNo
D014Q07	高雄市的空气品质最不好的行政区是哪里?	['左营区']	基础题	Location	Single-Span-Extraction
D014Q08	高雄市哪两个地区的空污最为严重?	['左营区及楠梓区']	进阶题	Location	Multi-Spans-Extraction
D014Q09	全台湾悬浮微粒每小时浓度超标第一名的城市是?	['高雄市', '高雄']	基础题	Location	Single-Span-Extraction
D015Q01	请列举出三项高雄的地标建物?	['高雄85大楼、梦时代购物中心的高雄之眼摩天轮及高雄巨蛋', '高雄85大楼、高雄之眼摩天轮及高雄巨蛋']	进阶题	Location	Multi-Spans-Extraction
D015Q02	高雄市被列为国定古迹的建筑物是哪些?	['凤山龙山寺、凤山县旧城、台湾炼瓦会社打狗工场、美浓竹仔门电厂、原日本海军凤山无线电信所、打狗英国领事馆官邸及旗后砲台']	进阶题	Location	Multi-Spans-Extraction
D015Q03	高雄流行文化中心在哪里?	['新堀江']	基础题	Location	Single-Span-Extraction
D015Q05	高雄的大型购物中心有多少个?	['4个']	基础题	Num-Measure	Counting
D015Q06	高雄总共有多少座古迹?	['44座']	基础题	Num-Measure	Counting
D016Q01	到高雄想泡温泉可以去哪些地区呢?	['梅山与宝来']	进阶题	Location	Multi-Spans-Extraction
D016Q02	文本中描述了台湾哪两条河川以泛舟闻名?	['荖浓溪与秀姑峦溪']	进阶题	Location	Multi-Spans-Extraction
D016Q03	以恶地景观著名的是高雄哪一个景点?	['月世界']	基础题	Location	Single-Span-Extraction
D016Q04	高雄的月世界位于哪一个行政区划?	['田寮与燕巢']	进阶题	Location	Multi-Spans-Extraction
D016Q05	高雄最大的湖泊是哪一座?	['澄清湖']	基础题	Location	Single-Span-Extraction
D031Q02	新版的北美贸易协定中文名称为何?	['美国-墨西哥-加拿大协定']	基础题	Object	Single-Span-Extraction
D031Q03	新版的北美贸易协定涉及哪三个国家?	['美国、墨西哥及加拿大']	进阶题	Organization	Multi-Spans-Extraction
D031Q04	美国原先对加拿大和墨西哥进口课征哪两种金属的关税?	['钢与铝']	进阶题	Object	Multi-Spans-Extraction
D032Q01	新版的北美贸易协定英文简称为何?	['USMCA']	进阶题	Object	Single-Span-Extraction
D032Q02	新版的北美贸易协定英文全名为何?	['United States-Mexico-Canada Agreement']	进阶题	Object	Single-Span-Extraction
D032Q03	新版的北美贸易协定中文名称为何?	['美国－墨西哥－加拿大协定']	进阶题	Object	Single-Span-Extraction
D032Q04	北美贸易协定涉及哪三个国家?	['美国、墨西哥及加拿大']	基础题	Organization	Multi-Spans-Extraction
D032Q05	第一次签订的北美贸易协定于何时签署?	['1992年8月12日']	基础题	Date-Duration	Single-Span-Extraction
D032Q06	第一次签订的北美贸易协定于何时生效?	['1994年1月1日']	基础题	Date-Duration	Single-Span-Extraction
D032Q07	第一次签订的北美贸易协定从签署至生效过了几日?	['506日', '507日']	进阶题	Date-Duration	Date-Duration
D032Q08	第二次签订的北美贸易协定于何时签署?	['2018年9月30日']	基础题	Date-Duration	Single-Span-Extraction
D032Q09	第二次签订的北美贸易协定原先预计于何时生效?	['同年11月', '2019年11月']	进阶题	Date-Duration	Date-Duration
D032Q10	第二次签订的北美贸易协定从签署至生效过了几日?	['资讯不足无法判定']	进阶题	Date-Duration	Date-Duration
D033Q01	「北美自由贸易协议2.0」的英文全名为何?	['United States-Mexico-Canada Agreement']	进阶题	Object	Single-Span-Extraction
D033Q03	「北美自由贸易协议2.0」的法文全名为何?	['Accord Canada–États-Unis–Mexique']	进阶题	Object	Single-Span-Extraction
D033Q05	「北美自由贸易协议2.0」的西班牙文全名为何?	['Tratado entre México, Estados Unidos y Canadá']	进阶题	Object	Single-Span-Extraction
D033Q06	「北美自由贸易协议2.0」的西班牙文简称为何?	['T-MEC']	进阶题	Object	Single-Span-Extraction
D033Q07	「北美自由贸易协议2.0」的中文全名为何?	['美国－墨西哥－加拿大协议']	基础题	Object	Single-Span-Extraction
D033Q08	「北美自由贸易协议2.0」的中文简称为何?	['美墨加协议']	基础题	Object	Single-Span-Extraction
D033Q09	
9. 「北美自由贸易协议2.0」是哪三个国家之间的协议?	['加拿大、墨西哥和美国']	基础题	Organization	Multi-Spans-Extraction
D033Q10	「北美自由贸易协议2.0」由哪三个国家的元首共同签署?	['加拿大、墨西哥和美国', '美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多']	基础题	Organization	Multi-Spans-Extraction
D033Q11	「北美自由贸易协议2.0」在何时签署?	['2018年11月30日']	基础题	Date-Duration	Date-Duration
D033Q12	「北美自由贸易协议2.0」在何地签署?	['布宜诺斯艾利斯']	基础题	Location	Single-Span-Extraction
D033Q13	代表美国签署「北美自由贸易协议2.0」的人是谁?	['唐纳·川普']	基础题	Person	Single-Span-Extraction
D033Q14	代表墨西哥签署「北美自由贸易协议2.0」的人是谁?	['培尼亚·涅托']	基础题	Person	Single-Span-Extraction
D033Q15	代表加拿大签署「北美自由贸易协议2.0」的人是谁?	['贾斯汀·杜鲁多']	基础题	Person	Single-Span-Extraction
D035Q01	科技部「与AI对话」比赛何时开始报名?	['2019年9月9日', '2019/9/9']	基础题	Date-Duration	Date-Duration
D035Q02	科技部「与AI对话」比赛报名截止日期是哪一天?	['10月7日', '2019年10月7日']	基础题	Date-Duration	Single-Span-Extraction
D035Q03	科技部「与AI对话」比赛第1名最高可获得多少元的奖金?	['2000万元']	基础题	Num-Measure	Single-Span-Extraction
D035Q04	科技部「与AI对话」比赛语音辨识模组是哪一个系统?	['雅婷Yating']	基础题	Object	Single-Span-Extraction
D035Q05	科技部「与AI对话」比赛语音辨识模组是哪一个实验室的系统?	['台湾人工智慧实验室']	基础题	Organization	Single-Span-Extraction
D035Q08	科技部「与AI对话」决赛预计在何时举行?(请以西元年月作答)	['2020年4月']	进阶题	Date-Duration	Date-Duration
D035Q09	科技部「与AI对话」初赛预计在何时举行?(请以国历年月作答)	['108年12月 ']	进阶题	Date-Duration	Date-Duration
D035Q10	科技部「与AI对话」决赛预计在何时举行?(请以国历年月作答)	['108年4月']	进阶题	Date-Duration	Date-Duration
D036Q01	父亲的兄长，我们要称他为什么？	['伯父', '伯伯', '大爷', '子爷']	基础题	Kinship	Kinship
D036Q02	爸爸的哥哥，要如何称呼他？	['伯父', '伯伯', '大爷', '子爷']	基础题	Kinship	Kinship
D036Q03	父亲的弟弟，我们要称他为什么？	['叔', '叔父', '叔叔', '嗒嗒']	基础题	Kinship	Kinship
D036Q04	爸爸的弟弟，要如何称呼他？	['叔', '叔父', '叔叔', '嗒嗒']	基础题	Kinship	Kinship
D036Q05	父亲的姐姐，我们要称她为什么？	['姑', '姑母', '姑姑', '姑妈', '姑姐']	基础题	Kinship	Kinship
D036Q06	父亲的妹妹，我们要称她为什么？	['姑', '姑母', '姑姑', '姑妈', '姑姐']	基础题	Kinship	Kinship
D036Q07	母亲的兄长，我们要称他为什么？	['舅', '舅父', '舅舅']	基础题	Kinship	Kinship
D036Q08	妈妈的哥哥，要如何称呼他？	['舅', '舅父', '舅舅']	基础题	Kinship	Kinship
D036Q09	母亲的弟弟，我们要称他为什么？	['舅', '舅父', '舅舅']	基础题	Kinship	Kinship
D036Q10	妈妈的弟弟，要如何称呼他？	['舅', '舅父', '舅舅']	基础题	Kinship	Kinship
D036Q11	母亲的姐姐，我们要称她为什么？	['姨', '姨母', '姨妈', '阿姨', '姨娘', '大姨']	基础题	Kinship	Kinship
D036Q12	母亲的妹妹，我们要称她为什么？	['姨', '姨母', '姨妈', '阿姨', '姨娘', '大姨']	基础题	Kinship	Kinship
D036Q13	伯伯的妻子，要如何称呼她？	['姆', '伯母', '大娘', '子娘', '伯娘']	基础题	Kinship	Kinship
D036Q14	伯伯的配偶，要如何称呼她？	['姆', '伯母', '大娘', '子娘', '伯娘']	基础题	Kinship	Kinship
D036Q16	姑姑的先生，我们要称他为什么？	['姑丈', '姑父']	基础题	Kinship	Kinship
D036Q17	姑姑的丈夫，我们要称他为什么？	['姑丈', '姑父']	基础题	Kinship	Kinship
D036Q19	阿姨的另一半，我们要称他为什么？	['姨丈', '姨父']	基础题	Kinship	Kinship
D036Q20	阿姨的丈夫，我们要称他为什么？	['姨丈', '姨父']	基础题	Kinship	Kinship
D037Q01	爸爸的兄弟姊妹的儿子，亲属关系的称谓是什么？	['堂兄弟']	进阶题	Kinship	Kinship
D037Q02	妈妈的兄弟姊妹的儿子，亲属关系的称谓是什么？	['表兄弟']	进阶题	Kinship	Kinship
D037Q03	爸爸的兄弟姊妹的女儿，亲属关系的称谓是什么？	['堂姊妹']	进阶题	Kinship	Kinship
D037Q04	妈妈的兄弟姊妹的女儿，亲属关系的称谓是什么？	['表姊妹']	进阶题	Kinship	Kinship
D037Q06	旁系血亲有哪些？	['兄弟姊妹、叔父、伯父、舅父、姑母、姨母、侄子、侄女、外甥、外甥女']	进阶题	Kinship	Multi-Spans-Extraction
D037Q07	我叔叔的儿子是我的谁？(亲属关系)	['堂兄弟']	进阶题	Kinship	Kinship
D037Q08	我姑姑的儿子是我的谁？(亲属关系)	['表兄弟']	进阶题	Kinship	Kinship
D037Q09	我阿姨的儿子是我的谁？(亲属关系)	['表兄弟']	进阶题	Kinship	Kinship
D037Q10	我舅舅的儿子是我的谁？(亲属关系)	['表兄弟']	进阶题	Kinship	Kinship
D037Q11	我称做堂兄弟姊妹的人是谁的子女?	[' 父系血亲的长辈（伯、姆、叔、婶）', '父系血亲的长辈', '伯、姆、叔、婶']	进阶题	Kinship	Multi-Spans-Extraction
D037Q12	我称做表兄弟姊妹的人是谁的子女?	['父系血亲的长辈（姑）和母系血亲的长辈（舅、妗、姨）', '父系血亲的长辈和母系血亲的长辈', '姑、舅、妗、姨']	进阶题	Kinship	Multi-Spans-Extraction
D037Q13	我要叫堂兄弟姊妹的爸爸什么?	['伯', '叔', '伯父', '叔父']	进阶题	Kinship	Kinship
D037Q14	我要如何称呼堂兄弟姊妹的爸爸?	['伯', '叔', '伯父', '叔父']	进阶题	Kinship	Kinship
D037Q15	我要叫表兄弟姊妹的爸爸什么?	['舅', '舅父']	进阶题	Kinship	Kinship
D037Q16	我要如何称呼表兄弟姊妹的爸爸?	['舅', '舅父']	进阶题	Kinship	Kinship
D037Q17	若没有从母姓，我的姪女的姓氏和我是否一样？	['是']	进阶题	YesNo	YesNo
D037Q18	若没有从母姓，我的伯父的姓氏和我是否一样？	['是']	进阶题	YesNo	YesNo
D037Q19	若没有从母姓，我的外甥女的姓氏和我是否一样？	['否']	进阶题	YesNo	YesNo
D037Q20	若没有从母姓，我的姓氏和我舅舅是否一样？	['否']	进阶题	YesNo	YesNo
D038Q01	被称为计算机科学与人工智慧之父的是哪位学者?	['艾伦·麦席森·图灵', ' Alan Mathison Turing', '阿兰·图灵', ' Turing', '涂林', '杜林']	基础题	Person	Single-Span-Extraction
D038Q02	图灵在二战期间在哪里工作?	['政府密码学校', ' GC&CS', '通信总部', '政府通信总部']	基础题	Location	Single-Span-Extraction
D038Q03	图灵在二战期间工作的机构地点在哪里?	['布莱切利园']	基础题	Location	Single-Span-Extraction
D038Q05	图灵在二战期间破解了哪一个国家的海军密码?	['德国']	进阶题	Organization	Single-Span-Extraction
D038Q06	图灵是哪一国人?	['英国']	基础题	Organization	Single-Span-Extraction
D038Q07	图灵出生于哪一年?	['1912年']	基础题	Date-Duration	Single-Span-Extraction
D038Q08	图灵于哪一年过逝?	['1954年']	基础题	Date-Duration	Single-Span-Extraction
D038Q09	图灵几岁时过逝?	['42岁']	进阶题	Date-Duration	Date-Duration
D038Q10	最早的计算机软体叫么名字?	['曼彻斯特一号']	基础题	Object	Single-Span-Extraction
D038Q11	最早的计算机位于哪一个机构内?	['曼彻斯特大学计算机实验室', '曼彻斯特大学']	基础题	Organization	Single-Span-Extraction
D039Q01	结婚男女对自己男性伴侣的称呼有哪些?	['丈夫、先生、外子、相公、官人、夫婿、夫君与老公']	基础题	Kinship	Multi-Spans-Extraction
D039Q02	结婚男女对自己女性伴侣的称呼有哪些?	['妻子、太太、老婆、内子、内人、娘子与夫人']	基础题	Kinship	Multi-Spans-Extraction
D039Q04	结婚后要如何称呼先生的母亲?	['婆婆、家姑、家婆、妈妈、大家与奶奶']	基础题	Kinship	Multi-Spans-Extraction
D039Q05	结婚后要如何称呼太太的父亲?	['岳父、丈人、丈母达、爸爸与外父']	基础题	Kinship	Multi-Spans-Extraction
D039Q06	结婚后要如何称呼儿子的太太?(亲属关系称谓)	['儿媳、儿媳妇、媳妇与新妇']	基础题	Kinship	Multi-Spans-Extraction
D039Q07	结婚后要如何称呼女儿的丈夫?(亲属关系称谓)	['女婿']	基础题	Kinship	Kinship
D039Q08	岳父指的是谁的父亲?	['妻子', '太太', '老婆', '内子', '内人', '娘子', '夫人']	基础题	Kinship	Kinship
D039Q10	公公指的是谁的父亲?	['丈夫']	基础题	Kinship	Kinship
D039Q11	婆婆指的是谁的母亲?	['丈夫']	基础题	Kinship	Kinship
D040Q01	哥哥的太太在亲属关系中是我的谁?	['嫂', '嫂嫂', '嫂子']	基础题	Kinship	Kinship
D040Q02	弟弟的太太在亲属关系中是我的谁?	['弟媳', '弟妹', '弟妇']	基础题	Kinship	Kinship
D040Q03	姐姐的先生亲属关系中是我的谁?	['姐夫']	基础题	Kinship	Kinship
D040Q04	妹妹的先生亲属关系中是我的谁?	['妹夫', '妹婿']	基础题	Kinship	Kinship
D040Q05	对丈夫的哥哥要如何称呼他?(亲属关系称谓)	['大伯子', '大伯']	基础题	Kinship	Kinship
D040Q06	对丈夫的弟弟要如何称呼他?(亲属关系称谓)	['小叔子', '小叔']	基础题	Kinship	Kinship
D040Q07	对丈夫的姐姐要如何称呼他?(亲属关系称谓)	['大姑子', '姑奶']	基础题	Kinship	Kinship
